"","title","budget","revenue","profit","profitable","profitable.ind","release_date","release_year","genre","runtime","vote_average","vote_count","event"
"663","Elizabeth: The Golden Age",55000000,74237563,19237563,"Profitable",1,2007-09-09,2007,"Drama",114,6.6,303,"na"
"664","Æon Flux",62000000,52304001,-9695999,"Not Profitable",0,2005-11-30,2005,"Action/Adventure",93,5.4,703,"holiday"
"665","Gods and Generals",56000000,12923936,-43076064,"Not Profitable",0,2003-02-21,2003,"Drama",214,6.1,48,"na"
"666","Muppets Most Wanted",50000000,80383290,30383290,"Profitable",1,2014-03-20,2014,"Comedy",112,6.2,316,"na"
"667","Thunderbirds",57000000,28283637,-28716363,"Not Profitable",0,2004-07-23,2004,"Comedy",95,4.2,91,"summer"
"668","Burlesque",55000000,89519773,34519773,"Profitable",1,2010-11-23,2010,"Drama",119,6.9,573,"holiday"
"669","D-Tox",55000000,6416302,-48583698,"Not Profitable",0,2002-01-04,2002,"Action/Adventure",96,5.3,123,"na"
"670","Blade II",54000000,155010032,101010032,"Profitable",1,2002-03-22,2002,"Action/Adventure",117,6.2,1528,"na"
"671","Seven Pounds",55000000,168167691,113167691,"Profitable",1,2008-12-18,2008,"Drama",123,7.5,2039,"holiday"
"672","Bullet to the Head",55000000,9489829,-45510171,"Not Profitable",0,2013-01-31,2013,"Action/Adventure",92,5.2,481,"na"
"673","Elizabethtown",57000000,52034889,-4965111,"Not Profitable",0,2005-10-06,2005,"Drama",123,6.1,327,"na"
"674","You, Me and Dupree",54000000,130431368,76431368,"Profitable",1,2006-07-14,2006,"Comedy",108,5.4,407,"summer"
"675","Gigli",54000000,7266209,-46733791,"Not Profitable",0,2003-08-01,2003,"Drama",121,3.5,104,"summer"
"676","All the King's Men",55000000,9450897,-45549103,"Not Profitable",0,2006-09-10,2006,"Drama",125,5.7,95,"na"
"677","Shaft",46000000,107196498,61196498,"Profitable",1,2000-06-15,2000,"Action/Adventure",99,5.5,308,"summer"
"678","Moulin Rouge!",52500000,179213434,126713434,"Profitable",1,2001-03-09,2001,"Drama",127,7.4,1300,"na"
"679","Domestic Disturbance",75000000,54249294,-20750706,"Not Profitable",0,2001-10-30,2001,"Crime",89,5.4,113,"na"
"680","Black Mass",53000000,98837872,45837872,"Profitable",1,2015-09-04,2015,"Drama",122,6.3,1242,"na"
"681","Flags of Our Fathers",90000000,65900249,-24099751,"Not Profitable",0,2006-10-18,2006,"Drama",132,6.7,526,"na"
"682","Law Abiding Citizen",53000000,126690726,73690726,"Profitable",1,2009-10-15,2009,"Drama",109,7.2,1486,"na"
"683","Grindhouse",67000000,25037897,-41962103,"Not Profitable",0,2007-04-06,2007,"Action/Adventure",191,6.8,459,"na"
"684","Catch Me If You Can",52000000,352114312,300114312,"Profitable",1,2002-12-25,2002,"Drama",141,7.7,3795,"holiday"
"685","Zero Dark Thirty",40000000,132820716,92820716,"Profitable",1,2012-12-19,2012,"Drama",157,6.7,1702,"holiday"
"686","The Break-Up",52000000,204999686,152999686,"Profitable",1,2006-06-01,2006,"Comedy",106,5.6,832,"summer"
"687","Mamma Mia!",52000000,609841637,557841637,"Profitable",1,2008-07-03,2008,"Comedy",108,6.4,1386,"summer"
"688","Valentine's Day",52000000,216485654,164485654,"Profitable",1,2010-02-10,2010,"Comedy",125,5.7,1013,"na"
"689","The Dukes of Hazzard",50000000,110803676,60803676,"Profitable",1,2005-08-05,2005,"Comedy",104,5.1,316,"summer"
"690","The Change-Up",52000000,75450437,23450437,"Profitable",1,2011-08-05,2011,"Comedy",112,5.9,736,"summer"
"691","From Paris with Love",52000000,52826594,826594,"Profitable",1,2010-02-05,2010,"Action/Adventure",92,6.1,675,"na"
"692","Me, Myself & Irene",51000000,149270999,98270999,"Profitable",1,2000-06-22,2000,"Comedy",116,6.1,927,"summer"
"693","Barnyard",51000000,72779000,21779000,"Profitable",1,2006-08-04,2006,"Comedy",90,5.3,225,"summer"
"694","The Twilight Saga: New Moon",50000000,709827462,659827462,"Profitable",1,2009-03-15,2009,"Drama",130,5.6,2436,"na"
"695","Shrek",60000000,484409218,424409218,"Profitable",1,2001-05-16,2001,"Comedy",90,7.3,4056,"na"
"696","The Adjustment Bureau",50200000,127869379,77669379,"Profitable",1,2011-03-03,2011,"Romance",106,6.5,1652,"na"
"697","Ted",50000000,549368315,499368315,"Profitable",1,2012-06-29,2012,"Comedy",106,6.3,4697,"summer"
"698","Anchorman 2: The Legend Continues",50000000,173649015,123649015,"Profitable",1,2013-12-18,2013,"Comedy",119,6,923,"holiday"
"699","Mr. Deeds",50000000,171269535,121269535,"Profitable",1,2002-06-28,2002,"Comedy",96,5.6,644,"summer"
"700","Super 8",50000000,260095987,210095987,"Profitable",1,2011-06-08,2011,"Sci-fi/Fantasy",112,6.6,2435,"summer"
"701","Erin Brockovich",52000000,256271286,204271286,"Profitable",1,2000-03-17,2000,"Drama",131,7.1,716,"na"
"702","How to Lose a Guy in 10 Days",50000000,177371441,127371441,"Profitable",1,2003-02-07,2003,"Comedy",116,6.3,850,"na"
"703","22 Jump Street",50000000,188441614,138441614,"Profitable",1,2014-06-05,2014,"Comedy",112,7,3319,"summer"
"704","Yes Man",70000000,225990978,155990978,"Profitable",1,2008-12-09,2008,"Comedy",104,6.4,1813,"holiday"
"705","Central Intelligence",50000000,216972543,166972543,"Profitable",1,2016-06-15,2016,"Comedy",107,6.2,1650,"summer"
"706","Daddy's Home",50000000,242786137,192786137,"Profitable",1,2015-12-25,2015,"Comedy",96,5.8,854,"holiday"
"707","Into the Woods",50000000,212902372,162902372,"Profitable",1,2014-12-25,2014,"Comedy",125,5.6,1652,"holiday"
"708","Inside Man",45000000,184376254,139376254,"Profitable",1,2006-03-23,2006,"Drama",129,7.3,1630,"na"
"709","We Bought a Zoo",50000000,120081841,70081841,"Profitable",1,2011-12-22,2011,"Drama",124,6.5,909,"holiday"
"710","Knowing",50000000,155446362,105446362,"Profitable",1,2009-03-19,2009,"Drama",121,5.9,1486,"na"
"711","Failure to Launch",50000000,88715192,38715192,"Profitable",1,2006-03-10,2006,"Comedy",97,5.5,399,"na"
"712","The Ring Two",50000000,161451538,111451538,"Profitable",1,2005-03-17,2005,"Drama",110,5.4,632,"na"
"713","Crazy, Stupid, Love.",50000000,142851197,92851197,"Profitable",1,2011-07-29,2011,"Drama",118,7,2443,"summer"
"714","Garfield",50000000,200804534,150804534,"Profitable",1,2004-06-10,2004,"Comedy",80,5.2,820,"summer"
"715","Moneyball",50000000,110206216,60206216,"Profitable",1,2011-09-22,2011,"Drama",133,7,1381,"na"
"716","Non-Stop",50000000,222809600,172809600,"Profitable",1,2014-01-26,2014,"Action/Adventure",106,6.8,2268,"na"
"717","Race to Witch Mountain",50000000,106303988,56303988,"Profitable",1,2009-03-12,2009,"Action/Adventure",98,5.5,509,"na"
"718","V for Vendetta",54000000,132511035,78511035,"Profitable",1,2006-03-15,2006,"Action/Adventure",132,7.7,4442,"na"
"719","Shanghai Knights",50000000,88323487,38323487,"Profitable",1,2003-02-06,2003,"Comedy",115,6,692,"na"
"720","Curious George",50000000,69834815,19834815,"Profitable",1,2006-02-10,2006,"Comedy",86,6.2,106,"na"
"721","Herbie Fully Loaded",50000000,66002004,16002004,"Profitable",1,2005-06-22,2005,"Comedy",101,5.1,542,"summer"
"722","Don't Say a Word",50000000,100020092,50020092,"Profitable",1,2001-09-28,2001,"Thriller/Mystery/Horror",113,6,220,"na"
"723","Hansel & Gretel: Witch Hunters",50000000,224803475,174803475,"Profitable",1,2013-01-17,2013,"Action/Adventure",88,5.7,3239,"na"
"724","Unfaithful",50000000,119137784,69137784,"Profitable",1,2002-05-10,2002,"Drama",124,6.3,276,"na"
"725","I Am Number Four",50000000,144492830,94492830,"Profitable",1,2011-02-18,2011,"Action/Adventure",109,5.9,1567,"na"
"726","Syriana",50000000,94000000,44000000,"Profitable",1,2005-11-23,2005,"Drama",128,6.3,451,"holiday"
"727","13 Hours: The Secret Soldiers of Benghazi",50000000,69411370,19411370,"Profitable",1,2016-01-13,2016,"Drama",144,7,938,"na"
"728","The Book of Life",50000000,97437106,47437106,"Profitable",1,2014-10-01,2014,"Comedy",95,7.3,755,"na"
"729","Firewall",45000000,82800000,37800000,"Profitable",1,2006-02-10,2006,"Thriller/Mystery/Horror",105,5.6,267,"na"
"730","Silent Hill",50000000,97607453,47607453,"Profitable",1,2006-04-21,2006,"Thriller/Mystery/Horror",125,6.3,1067,"na"
"731","American Reunion",50000000,234989584,184989584,"Profitable",1,2012-04-04,2012,"Comedy",113,6.1,1611,"na"
"732","Into the Storm",50000000,160602194,110602194,"Profitable",1,2014-08-06,2014,"Action/Adventure",89,5.8,817,"summer"
"733","The Judge",50000000,83719388,33719388,"Profitable",1,2014-10-08,2014,"Drama",141,7.2,1417,"na"
"734","Resident Evil: Apocalypse",45000000,129394835,84394835,"Profitable",1,2004-09-10,2004,"Action/Adventure",94,6.1,1267,"na"
"735","Bridget Jones: The Edge of Reason",50000000,40203020,-9796980,"Not Profitable",0,2004-11-10,2004,"Comedy",108,6.1,750,"holiday"
"736","Out of Time",50000000,55495563,5495563,"Profitable",1,2003-10-03,2003,"Drama",105,6.1,298,"na"
"737","The Adventures of Sharkboy and Lavagirl",50000000,69425966,19425966,"Profitable",1,2005-06-10,2005,"Action/Adventure",92,4.4,269,"summer"
"738","The Beach",40000000,144056873,104056873,"Profitable",1,2000-02-11,2000,"Drama",119,6.3,1233,"na"
"739","Raising Helen",50000000,49718611,-281389,"Not Profitable",0,2004-05-27,2004,"Drama",119,5.9,189,"na"
"740","Ninja Assassin",40000000,60462347,20462347,"Profitable",1,2009-09-29,2009,"Action/Adventure",99,6.2,371,"na"
"741","Marmaduke",50000000,83761844,33761844,"Profitable",1,2010-06-04,2010,"Comedy",87,5,149,"summer"
"742","Hereafter",50000000,105197635,55197635,"Profitable",1,2010-10-15,2010,"Drama",129,5.8,510,"na"
"743","Murder by Numbers",50000000,56714147,6714147,"Profitable",1,2002-04-19,2002,"Drama",120,6,268,"na"
"744","Hannibal Rising",50000000,82169884,32169884,"Profitable",1,2007-02-06,2007,"Drama",121,6,654,"na"
"745","The Host",44000000,63327201,19327201,"Profitable",1,2013-03-22,2013,"Drama",125,6,1817,"na"
"746","Basic",50000000,42792561,-7207439,"Not Profitable",0,2003-04-18,2003,"Drama",98,6.2,286,"na"
"747","Blood Work",50000000,26199517,-23800483,"Not Profitable",0,2002-08-04,2002,"Drama",110,6.1,206,"summer"
"748","The International",50000000,60161391,10161391,"Profitable",1,2009-02-03,2009,"Drama",118,6,368,"na"
"749","The Life Aquatic with Steve Zissou",50000000,34808403,-15191597,"Not Profitable",0,2004-12-10,2004,"Drama",119,7.1,775,"holiday"
"750","Free State of Jones",50000000,25035950,-24964050,"Not Profitable",0,2016-06-24,2016,"Drama",139,6.6,428,"summer"
"751","The Life of David Gale",50000000,38955598,-11044402,"Not Profitable",0,2003-02-21,2003,"Drama",130,7.3,480,"na"
"752","Run All Night",50000000,71561644,21561644,"Profitable",1,2015-03-11,2015,"Drama",114,6.3,1148,"na"
"753","Eastern Promises",51500000,55112356,3612356,"Profitable",1,2007-09-14,2007,"Crime",100,7.2,848,"na"
"754","Into the Blue",50000000,44434439,-5565561,"Not Profitable",0,2005-09-30,2005,"Action/Adventure",110,5.8,458,"na"
"755","Your Highness",49900000,26121638,-23778362,"Not Profitable",0,2011-04-08,2011,"Comedy",102,5.2,501,"na"
"756","Dream House",50000000,38502340,-11497660,"Not Profitable",0,2011-09-30,2011,"Drama",84,5.8,391,"na"
"757","Fair Game",22000000,24188922,2188922,"Profitable",1,2010-05-20,2010,"Drama",108,6.5,235,"na"
"758","Domino",50000000,22944502,-27055498,"Not Profitable",0,2005-09-22,2005,"Action/Adventure",127,6,444,"na"
"759","Gamer",50000000,40828540,-9171460,"Not Profitable",0,2009-09-03,2009,"Action/Adventure",95,5.6,760,"na"
"760","Beautiful Creatures",60000000,60052138,52138,"Profitable",1,2013-02-13,2013,"Drama",124,5.6,984,"na"
"761","Zoolander 2",50000000,55969000,5969000,"Profitable",1,2016-02-06,2016,"Comedy",100,4.7,797,"na"
"762","The Big Bounce",50000000,6808550,-43191450,"Not Profitable",0,2004-01-30,2004,"Comedy",88,5,76,"na"
"763","Drive Angry",50000000,28931401,-21068599,"Not Profitable",0,2011-02-24,2011,"Action/Adventure",105,5.3,600,"na"
"764","Street Fighter: The Legend of Chun-Li",50000000,12764201,-37235799,"Not Profitable",0,2009-02-27,2009,"Action/Adventure",97,3.9,112,"na"
"765","The One",49000000,72700000,23700000,"Profitable",1,2001-11-02,2001,"Action/Adventure",87,5.7,437,"holiday"
"766","The Boat That Rocked",50000000,36348784,-13651216,"Not Profitable",0,2009-04-01,2009,"Drama",116,7.2,666,"na"
"767","Traffic",48000000,207515725,159515725,"Profitable",1,2000-12-27,2000,"Drama",147,6.9,562,"holiday"
"768","Chappie",49000000,104399548,55399548,"Profitable",1,2015-03-04,2015,"Action/Adventure",120,6.6,3062,"na"
"769","Panic Room",48000000,196397415,148397415,"Profitable",1,2002-03-29,2002,"Drama",111,6.5,1267,"na"
"770","Child 44",50000000,3324330,-46675670,"Not Profitable",0,2015-03-15,2015,"Crime",137,6.1,547,"na"
"771","Rat Race",48000000,85498534,37498534,"Profitable",1,2001-07-30,2001,"Comedy",112,6,518,"summer"
"772","K-PAX",48000000,50315140,2315140,"Profitable",1,2001-10-22,2001,"Drama",120,7.1,695,"na"
"773","Bedazzled",48000000,90383208,42383208,"Profitable",1,2000-10-19,2000,"Comedy",93,5.6,512,"na"
"774","3:10 to Yuma",55000000,70016220,15016220,"Profitable",1,2007-09-06,2007,"Western",122,6.9,1188,"na"
"775","Taken 3",48000000,325771424,277771424,"Profitable",1,2014-12-16,2014,"Action/Adventure",109,6.1,2200,"holiday"
"776","Riding in Cars with Boys",48000000,35743308,-12256692,"Not Profitable",0,2001-10-19,2001,"Drama",132,6.5,103,"na"
"777","Happily N'Ever After",47000000,38085778,-8914222,"Not Profitable",0,2006-09-14,2006,"Comedy",75,4.6,104,"na"
"778","Insomnia",46000000,113714830,67714830,"Profitable",1,2002-05-24,2002,"Crime",118,6.8,1148,"na"
"779","Jonah Hex",47000000,10539000,-36461000,"Not Profitable",0,2010-06-18,2010,"Drama",80,4.4,420,"summer"
"780","The Infiltrator",25000000,15436808,-9563192,"Not Profitable",0,2016-07-13,2016,"Drama",127,6.6,573,"summer"
"781","Taken 2",45000000,376141306,331141306,"Profitable",1,2012-09-27,2012,"Action/Adventure",91,6.1,2757,"na"
"782","Scary Movie 3",48000000,220673217,172673217,"Profitable",1,2003-10-24,2003,"Comedy",84,5.8,912,"na"
"783","Miss Congeniality",45000000,212000000,167000000,"Profitable",1,2000-12-14,2000,"Comedy",111,6.1,961,"holiday"
"784","Journey to the Center of the Earth",45000000,101702060,56702060,"Profitable",1,2008-07-10,2008,"Comedy",93,5.8,1309,"summer"
"785","The Princess Diaries 2: Royal Engagement",40000000,95149435,55149435,"Profitable",1,2004-08-06,2004,"Drama",113,6,697,"summer"
"786","The Bucket List",45000000,175372502,130372502,"Profitable",1,2007-12-25,2007,"Drama",97,7,1111,"holiday"
"787","Monster-in-Law",43000000,154749918,111749918,"Profitable",1,2005-05-13,2005,"Comedy",101,5.6,406,"na"
"788","Prisoners",46000000,122126687,76126687,"Profitable",1,2013-09-18,2013,"Drama",153,7.9,3085,"na"
"789","Training Day",45000000,104876233,59876233,"Profitable",1,2001-10-05,2001,"Drama",122,7.3,1634,"na"
"790","Scary Movie 2",45000000,141220678,96220678,"Profitable",1,2001-07-04,2001,"Comedy",83,5.4,982,"summer"
"791","The Muppets",45000000,165184237,120184237,"Profitable",1,2011-11-22,2011,"Comedy",103,6.5,501,"holiday"
"792","Coach Carter",30000000,76669806,46669806,"Profitable",1,2005-01-14,2005,"Drama",136,7.3,496,"na"
"793","Changing Lanes",45000000,94935764,49935764,"Profitable",1,2002-04-07,2002,"Action/Adventure",89,5.9,299,"na"
"794","Coyote Ugly",45000000,113916474,68916474,"Profitable",1,2000-07-30,2000,"Comedy",100,5.8,575,"summer"
"795","Love Actually",40000000,244931766,204931766,"Profitable",1,2003-09-07,2003,"Drama",135,7,1869,"na"
"796","From Hell",35000000,74558115,39558115,"Profitable",1,2001-10-19,2001,"Thriller/Mystery/Horror",122,6.6,741,"na"
"797","Kicking & Screaming",45000000,56070433,11070433,"Profitable",1,2005-05-13,2005,"Comedy",95,5.6,176,"na"
"798","The Hitchhiker's Guide to the Galaxy",50000000,104478416,54478416,"Profitable",1,2005-01-15,2005,"Comedy",109,6.6,1315,"na"
"799","Resident Evil: Extinction",45000000,148412065,103412065,"Profitable",1,2007-09-20,2007,"Action/Adventure",94,6.1,1292,"na"
"800","Blended",40000000,123494610,83494610,"Profitable",1,2014-05-21,2014,"Comedy",117,6.6,1006,"na"
"801","Last Holiday",45000000,38399961,-6600039,"Not Profitable",0,2006-01-13,2006,"Drama",112,6.4,119,"na"
"802","Savages",45000000,82966152,37966152,"Profitable",1,2012-07-06,2012,"Drama",131,6.2,766,"summer"
"803","Cellular",25000000,56422687,31422687,"Profitable",1,2004-09-06,2004,"Action/Adventure",94,6.1,537,"na"
"804","Johnny English",40000000,160583018,120583018,"Profitable",1,2003-04-06,2003,"Comedy",88,6,852,"na"
"805","The Ant Bully",50000000,55181129,5181129,"Profitable",1,2006-07-27,2006,"Comedy",88,5.5,366,"summer"
"806","Revolutionary Road",35000000,75225693,40225693,"Profitable",1,2008-12-19,2008,"Drama",119,6.7,796,"holiday"
"807","16 Blocks",55000000,65664721,10664721,"Profitable",1,2006-03-01,2006,"Action/Adventure",105,6.2,661,"na"
"808","Babylon A.D.",70000000,72108608,2108608,"Profitable",1,2008-08-20,2008,"Action/Adventure",101,5.4,676,"summer"
"809","Aliens in the Attic",45000000,57881056,12881056,"Profitable",1,2009-07-31,2009,"Comedy",86,5.3,244,"summer"
"810","The Pledge",35000000,29400000,-5600000,"Not Profitable",0,2001-01-09,2001,"Drama",123,6.5,215,"na"
"811","The Producers",45000000,38058335,-6941665,"Not Profitable",0,2005-12-25,2005,"Comedy",134,6.1,151,"holiday"
"812","The Ghost Writer",45000000,60222298,15222298,"Profitable",1,2010-02-12,2010,"Thriller/Mystery/Horror",128,6.7,670,"na"
"813","Miracle at St. Anna",45000000,9323833,-35676167,"Not Profitable",0,2008-09-15,2008,"Drama",160,6.3,90,"na"
"814","Bangkok Dangerous",45000000,42487390,-2512610,"Not Profitable",0,2008-08-21,2008,"Action/Adventure",99,5,332,"summer"
"815","Big Trouble",40000000,8493890,-31506110,"Not Profitable",0,2002-04-05,2002,"Comedy",85,6.3,80,"na"
"816","Love in the Time of Cholera",45000000,4607608,-40392392,"Not Profitable",0,2007-10-04,2007,"Drama",139,6.4,81,"na"
"817","Johnny English Reborn",45000000,160078586,115078586,"Profitable",1,2011-09-15,2011,"Comedy",101,6,1007,"na"
"818","Foodfight!",65000000,73706,-64926294,"Not Profitable",0,2012-06-15,2012,"Comedy",87,2.3,28,"summer"
"819","Argo",44500000,232324128,187824128,"Profitable",1,2012-10-11,2012,"Drama",120,7.1,3423,"na"
"820","The Bounty Hunter",40000000,136000000,96000000,"Profitable",1,2010-03-16,2010,"Action/Adventure",110,5.5,858,"na"
"821","Underworld: Evolution",50000000,111340801,61340801,"Profitable",1,2006-01-12,2006,"Action/Adventure",106,6.4,1528,"na"
"822","Victor Frankenstein",40000000,34227298,-5772702,"Not Profitable",0,2015-11-10,2015,"Drama",109,5.6,685,"holiday"
"823","Finding Forrester",43000000,80049764,37049764,"Profitable",1,2000-12-21,2000,"Drama",136,7,302,"holiday"
"824","Unleashed",45000000,50871113,5871113,"Profitable",1,2005-02-02,2005,"Action/Adventure",103,6.6,518,"na"
"825","The Sweetest Thing",43000000,68696770,25696770,"Profitable",1,2002-04-12,2002,"Comedy",84,5.3,280,"na"
"826","Charlie St. Cloud",44000000,48190704,4190704,"Profitable",1,2010-05-01,2010,"Drama",99,6.8,566,"na"
"827","The Mechanic",40000000,51070807,11070807,"Profitable",1,2011-01-13,2011,"Action/Adventure",93,6.3,1045,"na"
"828","21 Jump Street",42000000,201585328,159585328,"Profitable",1,2012-03-12,2012,"Comedy",109,6.7,4074,"na"
"829","Chicken Run",45000000,224834564,179834564,"Profitable",1,2000-06-21,2000,"Comedy",84,6.5,1150,"summer"
"830","Along Came Polly",42000000,171963386,129963386,"Profitable",1,2004-01-16,2004,"Comedy",90,5.8,773,"na"
"831","The Heat",43000000,158674180,115674180,"Profitable",1,2013-06-27,2013,"Comedy",117,6.5,1575,"summer"
"832","High Crimes",42000000,63781810,21781810,"Profitable",1,2002-04-03,2002,"Drama",115,6.1,184,"na"
"833","The Mothman Prophecies",32000000,55157539,23157539,"Profitable",1,2002-01-25,2002,"Drama",119,6.1,305,"na"
"834","Red Riding Hood",42000000,89162162,47162162,"Profitable",1,2011-03-11,2011,"Sci-fi/Fantasy",100,5.6,922,"na"
